Product_Key,Product_ID,Category,Sub_Category,Product_Name
1878,TEC-MA-10002694,Technology,Machines,Hewlett-Packard Deskjet F4180 All-in-One Color Ink-jet - Printer / copier / scanner
1879,TEC-MA-10004626,Technology,Machines,Lexmark 20R1285 X6650 Wireless All-in-One Printer
1880,TEC-PH-10004241,Technology,Phones,Nokia Lumia 1020
1881,OFF-SU-10003936,Office Supplies,Supplies,Acme Serrated Blade Letter Opener
1882,TEC-MA-10003337,Technology,Machines,Okidata B401 Printer
1883,OFF-PA-10000210,Office Supplies,Paper,Xerox Blank Computer Paper
1884,OFF-AR-10003477,Office Supplies,Art,4009 Highlighters
1885,FUR-CH-10002317,Furniture,Chairs,Global Enterprise Series Seating Low-Back Swivel/Tilt Chairs
1886,OFF-LA-10004677,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters with Dispenser Box
1887,FUR-CH-10002780,Furniture,Chairs,Office Star - Task Chair with Contemporary Loop Arms
1888,OFF-EN-10001535,Office Supplies,Envelopes,Grip Seal Envelopes
1889,TEC-MA-10003493,Technology,Machines,Penpower WorldCard Pro Card Scanner
1890,TEC-AC-10002380,Technology,Accessories,Sony 8GB Class 10 Micro SDHC R40 Memory Card
1891,TEC-PH-10002817,Technology,Phones,RCA ViSYS 25425RE1 Corded phone
1892,TEC-MA-10003589,Technology,Machines,Cisco 8961 IP Phone Charcoal
1893,OFF-AP-10003099,Office Supplies,Appliances,"Eureka Hand Vacuum, Bagless"
1894,TEC-PH-10002645,Technology,Phones,LG G2
